rank	slug	city	state	voice	art_kit	briefing
289	sparks_nv	Sparks	NV	Samantha	Desert Solar Grid	Radio briefing: Sparks, NV is stop 289 on the national route. Secure the Sparks Signal Spire in the Desert Solar Grid, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 1: numbered pylons emphasize checking 15 before 3 or 5.
290	gresham_or	Gresham	OR	Samantha	Coastal Port	Radio briefing: Gresham, OR is stop 290 on the national route. Secure the Gresham Rescue Arch in the Coastal Port, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 2: even-number lanes lead to rescue while odd lanes become decoys.
291	santa_maria_ca	Santa Maria	CA	Samantha	Coastal Port	Radio briefing: Santa Maria, CA is stop 291 on the national route. Secure the Santa Maria Data Beacon in the Coastal Port, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 3: node markers show current, next, and stop sentinel movement.
292	pueblo_co	Pueblo	CO	Samantha	Latin Metro	Radio briefing: Pueblo, CO is stop 292 on the national route. Secure the Pueblo Command Obelisk in the Latin Metro, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 4: paired light posts teach left/right character comparisons.
293	hillsboro_or	Hillsboro	OR	Samantha	Coastal Port	Radio briefing: Hillsboro, OR is stop 293 on the national route. Secure the Hillsboro Relay Bridge in the Coastal Port, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 1: shrinking light bands show low, mid, and high bounds.
294	sugar_land_tx	Sugar Land	TX	Daniel	Desert Solar Grid	Radio briefing: Sugar Land, TX is stop 294 on the national route. Secure the Sugar Land Power Crown in the Desert Solar Grid, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 2: numbered pylons emphasize checking 15 before 3 or 5.
295	san_buenaventura_ventura_ca	San Buenaventura (Ventura)	CA	Samantha	Coastal Port	Radio briefing: San Buenaventura (Ventura), CA is stop 295 on the national route. Secure the San Buenaventura (Ventura) Signal Spire in the Coastal Port, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 3: node markers show current, next, and stop sentinel movement.
296	downey_ca	Downey	CA	Samantha	Coastal Port	Radio briefing: Downey, CA is stop 296 on the national route. Secure the Downey Rescue Arch in the Coastal Port, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.
297	costa_mesa_ca	Costa Mesa	CA	Samantha	Coastal Port	Radio briefing: Costa Mesa, CA is stop 297 on the national route. Secure the Costa Mesa Data Beacon in the Coastal Port, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 1: even-number lanes lead to rescue while odd lanes become decoys.
298	centennial_co	Centennial	CO	Samantha	Latin Metro	Radio briefing: Centennial, CO is stop 298 on the national route. Secure the Centennial Command Obelisk in the Latin Metro, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 2: numbered pylons emphasize checking 15 before 3 or 5.
299	edinburg_tx	Edinburg	TX	Daniel	Desert Solar Grid	Radio briefing: Edinburg, TX is stop 299 on the national route. Secure the Edinburg Relay Bridge in the Desert Solar Grid, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 3: paired light posts teach left/right character comparisons.
300	spokane_valley_wa	Spokane Valley	WA	Samantha	Coastal Port	Radio briefing: Spokane Valley, WA is stop 300 on the national route. Secure the Spokane Valley Power Crown in the Coastal Port, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.
301	jurupa_valley_ca	Jurupa Valley	CA	Samantha	Coastal Port	Radio briefing: Jurupa Valley, CA is stop 301 on the national route. Secure the Jurupa Valley Signal Spire in the Coastal Port, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 1: node markers show current, next, and stop sentinel movement.
302	bend_or	Bend	OR	Samantha	Coastal Port	Radio briefing: Bend, OR is stop 302 on the national route. Secure the Bend Rescue Arch in the Coastal Port, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 2: shrinking light bands show low, mid, and high bounds.
303	west_covina_ca	West Covina	CA	Samantha	Coastal Port	Radio briefing: West Covina, CA is stop 303 on the national route. Secure the West Covina Data Beacon in the Coastal Port, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 3: even-number lanes lead to rescue while odd lanes become decoys.
304	boulder_co	Boulder	CO	Samantha	Latin Metro	Radio briefing: Boulder, CO is stop 304 on the national route. Secure the Boulder Command Obelisk in the Latin Metro, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 4: numbered pylons emphasize checking 15 before 3 or 5.
305	palm_coast_fl	Palm Coast	FL	Daniel	Coastal Port	Radio briefing: Palm Coast, FL is stop 305 on the national route. Secure the Palm Coast Relay Bridge in the Coastal Port, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 1: paired light posts teach left/right character comparisons.
306	lee_s_summit_mo	Lee's Summit	MO	Alex	River Lockworks	Radio briefing: Lee's Summit, MO is stop 306 on the national route. Secure the Lee's Summit Power Crown in the River Lockworks, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 2: shrinking light bands show low, mid, and high bounds.
307	dearborn_mi	Dearborn	MI	Alex	Great Lakes Industrial	Radio briefing: Dearborn, MI is stop 307 on the national route. Secure the Dearborn Signal Spire in the Great Lakes Industrial, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 3: node markers show current, next, and stop sentinel movement.
308	green_bay_wi	Green Bay	WI	Alex	Great Lakes Industrial	Radio briefing: Green Bay, WI is stop 308 on the national route. Secure the Green Bay Rescue Arch in the Great Lakes Industrial, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.
309	st_george_ut	St. George	UT	Samantha	Mountain Relay	Radio briefing: St. George, UT is stop 309 on the national route. Secure the St. George Data Beacon in the Mountain Relay, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 1: even-number lanes lead to rescue while odd lanes become decoys.
310	brockton_ma	Brockton	MA	Victoria	African Urban Relay	Radio briefing: Brockton, MA is stop 310 on the national route. Secure the Brockton Command Obelisk in the African Urban Relay, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 2: numbered pylons emphasize checking 15 before 3 or 5.
311	renton_wa	Renton	WA	Samantha	Coastal Port	Radio briefing: Renton, WA is stop 311 on the national route. Secure the Renton Relay Bridge in the Coastal Port, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 3: paired light posts teach left/right character comparisons.
312	sandy_springs_ga	Sandy Springs	GA	Daniel	Coastal Port	Radio briefing: Sandy Springs, GA is stop 312 on the national route. Secure the Sandy Springs Power Crown in the Coastal Port, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.
313	rialto_ca	Rialto	CA	Samantha	Coastal Port	Radio briefing: Rialto, CA is stop 313 on the national route. Secure the Rialto Signal Spire in the Coastal Port, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 1: node markers show current, next, and stop sentinel movement.
314	el_monte_ca	El Monte	CA	Samantha	Coastal Port	Radio briefing: El Monte, CA is stop 314 on the national route. Secure the El Monte Rescue Arch in the Coastal Port, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 2: shrinking light bands show low, mid, and high bounds.
315	vacaville_ca	Vacaville	CA	Samantha	Coastal Port	Radio briefing: Vacaville, CA is stop 315 on the national route. Secure the Vacaville Data Beacon in the Coastal Port, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 3: even-number lanes lead to rescue while odd lanes become decoys.
316	fishers_in	Fishers	IN	Alex	Monsoon Megacity	Radio briefing: Fishers, IN is stop 316 on the national route. Secure the Fishers Command Obelisk in the Monsoon Megacity, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 4: numbered pylons emphasize checking 15 before 3 or 5.
317	south_bend_in	South Bend	IN	Alex	Monsoon Megacity	Radio briefing: South Bend, IN is stop 317 on the national route. Secure the South Bend Relay Bridge in the Monsoon Megacity, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 1: paired light posts teach left/right character comparisons.
318	carmel_in	Carmel	IN	Alex	Monsoon Megacity	Radio briefing: Carmel, IN is stop 318 on the national route. Secure the Carmel Power Crown in the Monsoon Megacity, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 2: shrinking light bands show low, mid, and high bounds.
319	yuma_az	Yuma	AZ	Samantha	Desert Solar Grid	Radio briefing: Yuma, AZ is stop 319 on the national route. Secure the Yuma Signal Spire in the Desert Solar Grid, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 3: node markers show current, next, and stop sentinel movement.
320	burbank_ca	Burbank	CA	Samantha	Coastal Port	Radio briefing: Burbank, CA is stop 320 on the national route. Secure the Burbank Rescue Arch in the Coastal Port, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.
321	lynn_ma	Lynn	MA	Victoria	African Urban Relay	Radio briefing: Lynn, MA is stop 321 on the national route. Secure the Lynn Data Beacon in the African Urban Relay, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 1: even-number lanes lead to rescue while odd lanes become decoys.
322	quincy_ma	Quincy	MA	Victoria	African Urban Relay	Radio briefing: Quincy, MA is stop 322 on the national route. Secure the Quincy Command Obelisk in the African Urban Relay, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 2: numbered pylons emphasize checking 15 before 3 or 5.
323	el_cajon_ca	El Cajon	CA	Samantha	Coastal Port	Radio briefing: El Cajon, CA is stop 323 on the national route. Secure the El Cajon Relay Bridge in the Coastal Port, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 3: paired light posts teach left/right character comparisons.
324	fayetteville_ar	Fayetteville	AR	Daniel	Latin Metro	Radio briefing: Fayetteville, AR is stop 324 on the national route. Secure the Fayetteville Power Crown in the Latin Metro, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.
325	suffolk_va	Suffolk	VA	Daniel	Coastal Port	Radio briefing: Suffolk, VA is stop 325 on the national route. Secure the Suffolk Signal Spire in the Coastal Port, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 1: node markers show current, next, and stop sentinel movement.
326	san_mateo_ca	San Mateo	CA	Samantha	Coastal Port	Radio briefing: San Mateo, CA is stop 326 on the national route. Secure the San Mateo Rescue Arch in the Coastal Port, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 2: shrinking light bands show low, mid, and high bounds.
327	chico_ca	Chico	CA	Samantha	Coastal Port	Radio briefing: Chico, CA is stop 327 on the national route. Secure the Chico Data Beacon in the Coastal Port, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 3: even-number lanes lead to rescue while odd lanes become decoys.
328	inglewood_ca	Inglewood	CA	Samantha	Coastal Port	Radio briefing: Inglewood, CA is stop 328 on the national route. Secure the Inglewood Command Obelisk in the Coastal Port, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 4: numbered pylons emphasize checking 15 before 3 or 5.
329	wichita_falls_tx	Wichita Falls	TX	Daniel	Desert Solar Grid	Radio briefing: Wichita Falls, TX is stop 329 on the national route. Secure the Wichita Falls Relay Bridge in the Desert Solar Grid, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 1: paired light posts teach left/right character comparisons.
330	boca_raton_fl	Boca Raton	FL	Daniel	Coastal Port	Radio briefing: Boca Raton, FL is stop 330 on the national route. Secure the Boca Raton Power Crown in the Coastal Port, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 2: shrinking light bands show low, mid, and high bounds.
331	hesperia_ca	Hesperia	CA	Samantha	Coastal Port	Radio briefing: Hesperia, CA is stop 331 on the national route. Secure the Hesperia Signal Spire in the Coastal Port, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 3: node markers show current, next, and stop sentinel movement.
332	daly_city_ca	Daly City	CA	Samantha	Coastal Port	Radio briefing: Daly City, CA is stop 332 on the national route. Secure the Daly City Rescue Arch in the Coastal Port, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.
333	georgetown_tx	Georgetown	TX	Daniel	Desert Solar Grid	Radio briefing: Georgetown, TX is stop 333 on the national route. Secure the Georgetown Data Beacon in the Desert Solar Grid, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 1: even-number lanes lead to rescue while odd lanes become decoys.
334	new_bedford_ma	New Bedford	MA	Victoria	African Urban Relay	Radio briefing: New Bedford, MA is stop 334 on the national route. Secure the New Bedford Command Obelisk in the African Urban Relay, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 2: numbered pylons emphasize checking 15 before 3 or 5.
335	albany_ny	Albany	NY	Victoria	Coastal Port	Radio briefing: Albany, NY is stop 335 on the national route. Secure the Albany Relay Bridge in the Coastal Port, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 3: paired light posts teach left/right character comparisons.
336	davenport_ia	Davenport	IA	Alex	River Lockworks	Radio briefing: Davenport, IA is stop 336 on the national route. Secure the Davenport Power Crown in the River Lockworks, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.
337	plantation_fl	Plantation	FL	Daniel	Coastal Port	Radio briefing: Plantation, FL is stop 337 on the national route. Secure the Plantation Signal Spire in the Coastal Port, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 1: node markers show current, next, and stop sentinel movement.
338	deltona_fl	Deltona	FL	Daniel	Coastal Port	Radio briefing: Deltona, FL is stop 338 on the national route. Secure the Deltona Rescue Arch in the Coastal Port, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 2: shrinking light bands show low, mid, and high bounds.
339	federal_way_wa	Federal Way	WA	Samantha	Coastal Port	Radio briefing: Federal Way, WA is stop 339 on the national route. Secure the Federal Way Data Beacon in the Coastal Port, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 3: even-number lanes lead to rescue while odd lanes become decoys.
340	san_angelo_tx	San Angelo	TX	Daniel	Desert Solar Grid	Radio briefing: San Angelo, TX is stop 340 on the national route. Secure the San Angelo Command Obelisk in the Desert Solar Grid, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 4: numbered pylons emphasize checking 15 before 3 or 5.
341	tracy_ca	Tracy	CA	Samantha	Coastal Port	Radio briefing: Tracy, CA is stop 341 on the national route. Secure the Tracy Relay Bridge in the Coastal Port, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 1: paired light posts teach left/right character comparisons.
342	sunrise_fl	Sunrise	FL	Daniel	Coastal Port	Radio briefing: Sunrise, FL is stop 342 on the national route. Secure the Sunrise Power Crown in the Coastal Port, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 2: shrinking light bands show low, mid, and high bounds.
343	tokyo_jp	Tokyo	JP	Kyoko	Neon Megacity	Radio briefing: Tokyo, JP is stop 343 on the national route. Secure the Tokyo Signal Spire in the Neon Megacity, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 3: node markers show current, next, and stop sentinel movement.
344	delhi_in	Delhi	IN	Alex	Monsoon Megacity	Radio briefing: Delhi, IN is stop 344 on the national route. Secure the Delhi Rescue Arch in the Monsoon Megacity, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.
345	shanghai_cn	Shanghai	CN	Kyoko	Neon Megacity	Radio briefing: Shanghai, CN is stop 345 on the national route. Secure the Shanghai Data Beacon in the Neon Megacity, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 1: even-number lanes lead to rescue while odd lanes become decoys.
346	sao_paulo_br	Sao Paulo	BR	Diego	Latin Metro	Radio briefing: Sao Paulo, BR is stop 346 on the national route. Secure the Sao Paulo Command Obelisk in the Latin Metro, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 2: numbered pylons emphasize checking 15 before 3 or 5.
347	mexico_city_mx	Mexico City	MX	Diego	Latin Metro	Radio briefing: Mexico City, MX is stop 347 on the national route. Secure the Mexico City Relay Bridge in the Latin Metro, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 3: paired light posts teach left/right character comparisons.
348	cairo_eg	Cairo	EG	Tessa	African Urban Relay	Radio briefing: Cairo, EG is stop 348 on the national route. Secure the Cairo Power Crown in the African Urban Relay, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.
349	mumbai_in	Mumbai	IN	Alex	Monsoon Megacity	Radio briefing: Mumbai, IN is stop 349 on the national route. Secure the Mumbai Signal Spire in the Monsoon Megacity, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 1: node markers show current, next, and stop sentinel movement.
350	beijing_cn	Beijing	CN	Kyoko	Neon Megacity	Radio briefing: Beijing, CN is stop 350 on the national route. Secure the Beijing Rescue Arch in the Neon Megacity, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 2: shrinking light bands show low, mid, and high bounds.
351	dhaka_bd	Dhaka	BD	Rishi	Monsoon Megacity	Radio briefing: Dhaka, BD is stop 351 on the national route. Secure the Dhaka Data Beacon in the Monsoon Megacity, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 3: even-number lanes lead to rescue while odd lanes become decoys.
352	osaka_jp	Osaka	JP	Kyoko	Neon Megacity	Radio briefing: Osaka, JP is stop 352 on the national route. Secure the Osaka Command Obelisk in the Neon Megacity, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 4: numbered pylons emphasize checking 15 before 3 or 5.
353	karachi_pk	Karachi	PK	Rishi	Monsoon Megacity	Radio briefing: Karachi, PK is stop 353 on the national route. Secure the Karachi Relay Bridge in the Monsoon Megacity, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 1: paired light posts teach left/right character comparisons.
354	buenos_aires_ar	Buenos Aires	AR	Daniel	Latin Metro	Radio briefing: Buenos Aires, AR is stop 354 on the national route. Secure the Buenos Aires Power Crown in the Latin Metro, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 2: shrinking light bands show low, mid, and high bounds.
355	istanbul_tr	Istanbul	TR	Maged	Historic Core	Radio briefing: Istanbul, TR is stop 355 on the national route. Secure the Istanbul Signal Spire in the Historic Core, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 3: node markers show current, next, and stop sentinel movement.
356	kolkata_in	Kolkata	IN	Alex	Monsoon Megacity	Radio briefing: Kolkata, IN is stop 356 on the national route. Secure the Kolkata Rescue Arch in the Monsoon Megacity, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.
357	manila_ph	Manila	PH	Kyoko	Monsoon Port	Radio briefing: Manila, PH is stop 357 on the national route. Secure the Manila Data Beacon in the Monsoon Port, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 1: even-number lanes lead to rescue while odd lanes become decoys.
358	lagos_ng	Lagos	NG	Tessa	African Urban Relay	Radio briefing: Lagos, NG is stop 358 on the national route. Secure the Lagos Command Obelisk in the African Urban Relay, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 2: numbered pylons emphasize checking 15 before 3 or 5.
359	rio_de_janeiro_br	Rio de Janeiro	BR	Diego	Latin Metro	Radio briefing: Rio de Janeiro, BR is stop 359 on the national route. Secure the Rio de Janeiro Relay Bridge in the Latin Metro, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 3: paired light posts teach left/right character comparisons.
360	tianjin_cn	Tianjin	CN	Kyoko	Neon Megacity	Radio briefing: Tianjin, CN is stop 360 on the national route. Secure the Tianjin Power Crown in the Neon Megacity, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.
361	kinshasa_cd	Kinshasa	CD	Tessa	African Urban Relay	Radio briefing: Kinshasa, CD is stop 361 on the national route. Secure the Kinshasa Signal Spire in the African Urban Relay, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 1: node markers show current, next, and stop sentinel movement.
362	guangzhou_cn	Guangzhou	CN	Kyoko	Neon Megacity	Radio briefing: Guangzhou, CN is stop 362 on the national route. Secure the Guangzhou Rescue Arch in the Neon Megacity, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 2: shrinking light bands show low, mid, and high bounds.
363	shenzhen_cn	Shenzhen	CN	Kyoko	Neon Megacity	Radio briefing: Shenzhen, CN is stop 363 on the national route. Secure the Shenzhen Data Beacon in the Neon Megacity, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 3: even-number lanes lead to rescue while odd lanes become decoys.
364	lahore_pk	Lahore	PK	Rishi	Monsoon Megacity	Radio briefing: Lahore, PK is stop 364 on the national route. Secure the Lahore Command Obelisk in the Monsoon Megacity, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 4: numbered pylons emphasize checking 15 before 3 or 5.
365	bangalore_in	Bangalore	IN	Alex	Monsoon Megacity	Radio briefing: Bangalore, IN is stop 365 on the national route. Secure the Bangalore Relay Bridge in the Monsoon Megacity, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 1: paired light posts teach left/right character comparisons.
366	paris_fr	Paris	FR	Daniel	Historic Core	Radio briefing: Paris, FR is stop 366 on the national route. Secure the Paris Power Crown in the Historic Core, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 2: shrinking light bands show low, mid, and high bounds.
367	bogota_co	Bogota	CO	Samantha	Latin Metro	Radio briefing: Bogota, CO is stop 367 on the national route. Secure the Bogota Signal Spire in the Latin Metro, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 3: node markers show current, next, and stop sentinel movement.
368	jakarta_id	Jakarta	ID	Samantha	Monsoon Port	Radio briefing: Jakarta, ID is stop 368 on the national route. Secure the Jakarta Rescue Arch in the Monsoon Port, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.
369	chennai_in	Chennai	IN	Alex	Monsoon Megacity	Radio briefing: Chennai, IN is stop 369 on the national route. Secure the Chennai Data Beacon in the Monsoon Megacity, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 1: even-number lanes lead to rescue while odd lanes become decoys.
370	lima_pe	Lima	PE	Diego	Latin Metro	Radio briefing: Lima, PE is stop 370 on the national route. Secure the Lima Command Obelisk in the Latin Metro, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 2: numbered pylons emphasize checking 15 before 3 or 5.
371	bangkok_th	Bangkok	TH	Kyoko	Monsoon Port	Radio briefing: Bangkok, TH is stop 371 on the national route. Secure the Bangkok Relay Bridge in the Monsoon Port, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 3: paired light posts teach left/right character comparisons.
372	seoul_kr	Seoul	KR	Kyoko	Neon Megacity	Radio briefing: Seoul, KR is stop 372 on the national route. Secure the Seoul Power Crown in the Neon Megacity, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.
373	nagoya_jp	Nagoya	JP	Kyoko	Neon Megacity	Radio briefing: Nagoya, JP is stop 373 on the national route. Secure the Nagoya Signal Spire in the Neon Megacity, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 1: node markers show current, next, and stop sentinel movement.
374	hyderabad_in	Hyderabad	IN	Alex	Monsoon Megacity	Radio briefing: Hyderabad, IN is stop 374 on the national route. Secure the Hyderabad Rescue Arch in the Monsoon Megacity, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 2: shrinking light bands show low, mid, and high bounds.
375	london_gb	London	GB	Daniel	Historic Core	Radio briefing: London, GB is stop 375 on the national route. Secure the London Data Beacon in the Historic Core, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 3: even-number lanes lead to rescue while odd lanes become decoys.
376	tehran_ir	Tehran	IR	Maged	Middle East Solar Hub	Radio briefing: Tehran, IR is stop 376 on the national route. Secure the Tehran Command Obelisk in the Middle East Solar Hub, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 4: numbered pylons emphasize checking 15 before 3 or 5.
377	chengdu_cn	Chengdu	CN	Kyoko	Neon Megacity	Radio briefing: Chengdu, CN is stop 377 on the national route. Secure the Chengdu Relay Bridge in the Neon Megacity, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 1: paired light posts teach left/right character comparisons.
378	nanjing_cn	Nanjing	CN	Kyoko	Neon Megacity	Radio briefing: Nanjing, CN is stop 378 on the national route. Secure the Nanjing Power Crown in the Neon Megacity, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 2: shrinking light bands show low, mid, and high bounds.
379	wuhan_cn	Wuhan	CN	Kyoko	Neon Megacity	Radio briefing: Wuhan, CN is stop 379 on the national route. Secure the Wuhan Signal Spire in the Neon Megacity, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 3: node markers show current, next, and stop sentinel movement.
380	ho_chi_minh_city_vn	Ho Chi Minh City	VN	Kyoko	Monsoon Port	Radio briefing: Ho Chi Minh City, VN is stop 380 on the national route. Secure the Ho Chi Minh City Rescue Arch in the Monsoon Port, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.
381	luanda_ao	Luanda	AO	Tessa	African Urban Relay	Radio briefing: Luanda, AO is stop 381 on the national route. Secure the Luanda Data Beacon in the African Urban Relay, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 1: even-number lanes lead to rescue while odd lanes become decoys.
382	ahmedabad_in	Ahmedabad	IN	Alex	Monsoon Megacity	Radio briefing: Ahmedabad, IN is stop 382 on the national route. Secure the Ahmedabad Command Obelisk in the Monsoon Megacity, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 2: numbered pylons emphasize checking 15 before 3 or 5.
