rank	slug	city	voice	radio_key	subtitle_fallback	system_voice_fallback	cooked_cue_strategy	ambient_zone	coverage_status
410	dar_es_salaam_tz	Dar es Salaam	Tessa	campaign.410.dar_es_salaam_tz.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
411	accra_gh	Accra	Tessa	campaign.411.accra_gh.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
412	abidjan_ci	Abidjan	Tessa	campaign.412.abidjan_ci.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
413	algiers_dz	Algiers	Tessa	campaign.413.algiers_dz.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
414	tunis_tn	Tunis	Daniel	campaign.414.tunis_tn.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
415	rabat_ma	Rabat	Victoria	campaign.415.rabat_ma.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
416	montreal_ca_qc	Montreal	Samantha	campaign.416.montreal_ca_qc.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
417	vancouver_ca_bc	Vancouver	Samantha	campaign.417.vancouver_ca_bc.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
418	calgary_ca_ab	Calgary	Samantha	campaign.418.calgary_ca_ab.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
419	ottawa_ca_on	Ottawa	Samantha	campaign.419.ottawa_ca_on.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
420	havana_cu	Havana	Diego	campaign.420.havana_cu.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
421	santo_domingo_do	Santo Domingo	Diego	campaign.421.santo_domingo_do.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
422	guatemala_city_gt	Guatemala City	Diego	campaign.422.guatemala_city_gt.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
423	san_salvador_sv	San Salvador	Diego	campaign.423.san_salvador_sv.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
424	panama_city_pa	Panama City	Victoria	campaign.424.panama_city_pa.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
425	quito_ec	Quito	Diego	campaign.425.quito_ec.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
426	caracas_ve	Caracas	Diego	campaign.426.caracas_ve.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
427	medellin_co	Medellin	Samantha	campaign.427.medellin_co.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
428	montevideo_uy	Montevideo	Diego	campaign.428.montevideo_uy.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
429	la_paz_bo	La Paz	Diego	campaign.429.la_paz_bo.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
430	asuncion_py	Asuncion	Diego	campaign.430.asuncion_py.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
431	brasilia_br	Brasilia	Diego	campaign.431.brasilia_br.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
432	recife_br	Recife	Diego	campaign.432.recife_br.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
433	salvador_br	Salvador	Diego	campaign.433.salvador_br.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
434	fortaleza_br	Fortaleza	Diego	campaign.434.fortaleza_br.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
435	manaus_br	Manaus	Diego	campaign.435.manaus_br.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
436	curitiba_br	Curitiba	Diego	campaign.436.curitiba_br.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
437	porto_alegre_br	Porto Alegre	Diego	campaign.437.porto_alegre_br.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
438	yokohama_jp	Yokohama	Kyoko	campaign.438.yokohama_jp.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
439	fukuoka_jp	Fukuoka	Kyoko	campaign.439.fukuoka_jp.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
440	sapporo_jp	Sapporo	Kyoko	campaign.440.sapporo_jp.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
441	taipei_tw	Taipei	Kyoko	campaign.441.taipei_tw.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
442	kaohsiung_tw	Kaohsiung	Kyoko	campaign.442.kaohsiung_tw.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
443	quezon_city_ph	Quezon City	Kyoko	campaign.443.quezon_city_ph.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
444	davao_city_ph	Davao City	Kyoko	campaign.444.davao_city_ph.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
445	hanoi_vn	Hanoi	Kyoko	campaign.445.hanoi_vn.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
446	phnom_penh_kh	Phnom Penh	Kyoko	campaign.446.phnom_penh_kh.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
447	yangon_mm	Yangon	Kyoko	campaign.447.yangon_mm.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
448	mandalay_mm	Mandalay	Kyoko	campaign.448.mandalay_mm.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
449	vientiane_lao	Vientiane	Kyoko	campaign.449.vientiane_lao.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
450	bandung_id	Bandung	Samantha	campaign.450.bandung_id.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
451	surabaya_id	Surabaya	Samantha	campaign.451.surabaya_id.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
452	medan_id	Medan	Samantha	campaign.452.medan_id.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
453	denpasar_id	Denpasar	Samantha	campaign.453.denpasar_id.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
454	auckland_nz	Auckland	Karen	campaign.454.auckland_nz.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
455	warsaw_pl	Warsaw	Daniel	campaign.455.warsaw_pl.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
456	amsterdam_nl	Amsterdam	Daniel	campaign.456.amsterdam_nl.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
457	lisbon_pt	Lisbon	Daniel	campaign.457.lisbon_pt.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
458	rotterdam_nl	Rotterdam	Daniel	campaign.458.rotterdam_nl.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
459	manchester_gb	Manchester	Daniel	campaign.459.manchester_gb.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
460	birmingham_gb	Birmingham	Daniel	campaign.460.birmingham_gb.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
461	saint_petersburg_ru	Saint Petersburg	Daniel	campaign.461.saint_petersburg_ru.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
462	moscow_ru	Moscow	Daniel	campaign.462.moscow_ru.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
463	kyiv_ua	Kyiv	Daniel	campaign.463.kyiv_ua.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
464	prague_cz	Prague	Daniel	campaign.464.prague_cz.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
465	vienna_at	Vienna	Daniel	campaign.465.vienna_at.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
