rank	slug	city	review_route	required_checks
389	riyadh_sa	Riyadh	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
390	baghdad_iq	Baghdad	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
391	santiago_cl	Santiago	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
392	surat_in	Surat	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
393	madrid_es	Madrid	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
394	toronto_ca_on	Toronto	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
395	belo_horizonte_br	Belo Horizonte	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
396	singapore_sg	Singapore	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
397	barcelona_es	Barcelona	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
398	alexandria_eg	Alexandria	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
399	casablanca_ma	Casablanca	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
400	melbourne_au	Melbourne	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
401	sydney_au	Sydney	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
402	berlin_de	Berlin	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
403	rome_it	Rome	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
404	dubai_ae	Dubai	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
405	abu_dhabi_ae	Abu Dhabi	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
406	nairobi_ke	Nairobi	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
407	johannesburg_za	Johannesburg	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
408	cape_town_za	Cape Town	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
409	addis_ababa_et	Addis Ababa	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
410	dar_es_salaam_tz	Dar es Salaam	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
411	accra_gh	Accra	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
412	abidjan_ci	Abidjan	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
413	algiers_dz	Algiers	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
414	tunis_tn	Tunis	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
415	rabat_ma	Rabat	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
416	montreal_ca_qc	Montreal	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
417	vancouver_ca_bc	Vancouver	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
418	calgary_ca_ab	Calgary	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
419	ottawa_ca_on	Ottawa	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
420	havana_cu	Havana	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
421	santo_domingo_do	Santo Domingo	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
422	guatemala_city_gt	Guatemala City	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
423	san_salvador_sv	San Salvador	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
424	panama_city_pa	Panama City	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
425	quito_ec	Quito	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
426	caracas_ve	Caracas	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
427	medellin_co	Medellin	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
428	montevideo_uy	Montevideo	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
429	la_paz_bo	La Paz	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
430	asuncion_py	Asuncion	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
431	brasilia_br	Brasilia	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
432	recife_br	Recife	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
433	salvador_br	Salvador	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
434	fortaleza_br	Fortaleza	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
435	manaus_br	Manaus	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
436	curitiba_br	Curitiba	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
437	porto_alegre_br	Porto Alegre	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
438	yokohama_jp	Yokohama	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
439	fukuoka_jp	Fukuoka	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
440	sapporo_jp	Sapporo	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
441	taipei_tw	Taipei	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
442	kaohsiung_tw	Kaohsiung	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
443	quezon_city_ph	Quezon City	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
444	davao_city_ph	Davao City	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
445	hanoi_vn	Hanoi	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
446	phnom_penh_kh	Phnom Penh	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
447	yangon_mm	Yangon	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
448	mandalay_mm	Mandalay	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
449	vientiane_lao	Vientiane	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
450	bandung_id	Bandung	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
451	surabaya_id	Surabaya	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
452	medan_id	Medan	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
453	denpasar_id	Denpasar	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
454	auckland_nz	Auckland	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
455	warsaw_pl	Warsaw	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
456	amsterdam_nl	Amsterdam	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
457	lisbon_pt	Lisbon	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
458	rotterdam_nl	Rotterdam	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
459	manchester_gb	Manchester	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
460	birmingham_gb	Birmingham	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
461	saint_petersburg_ru	Saint Petersburg	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
462	moscow_ru	Moscow	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
463	kyiv_ua	Kyiv	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
464	prague_cz	Prague	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
465	vienna_at	Vienna	spawn_pad > language_stations > mission_terminal > landmark > animation_stage > production_plaza > survivor_camp	no blocking entry rails; terminal readable; city identity visible; radio subtitle appears; character clips animate; production plaza readable; survivor route clear
